ID,Village,Pop,Source,State,Locality,X,Y,Remarks
1185,Hamednarti,,GPS,Northern,Dongola,30.483333,19.366667,
1186,Bi'r al hatani,,GPS,Northern,Dongola,30.516667,19.566667,
1187,Gharb benna,,GPS,Northern,Dongola,30.416667,19.433333,
1188,Gharud,,GPS,Northern,Dongola,30.116667,19.016667,
1189,Gronti,,GPS,Northern,Dongola,30.433333,19.483333,
1190,Hibail,,GPS,Northern,Dongola,30.116667,19.033333,
1191,Barqat hofra,,GPS,Northern,Dongola,30.066667,19.016667,
1192,Hugani,,GPS,Northern,Dongola,30.15,19.05,
1193,Bir idris,,GPS,Northern,Dongola,30.566667,19.366667,
1194,Irs island,,GPS,Northern,Dongola,30.45,19.333333,
1195,Irtidi,,GPS,Northern,Dongola,30.483333,19.15,
1196,Hafir,,GPS,Northern,Dongola,30.366667,19.583333,
1197,Hag zummar,,GPS,Northern,Dongola,30.416667,19.4,
1198,Murbeiti,,GPS,Northern,Dongola,29.95,18.95,
1199,Murrat,,GPS,Northern,Dongola,29.7,18.816667,
1200,Matassi,,GPS,Northern,Dongola,29.833333,18.85,
1201,Matassi azraq,,GPS,Northern,Dongola,29.833333,18.866667,
1202,Nusub as salamat,,GPS,Northern,Dongola,29.316667,18.9,
1203,Nusub saleh,,GPS,Northern,Dongola,29.933333,18.55,
1204,Barqa es saqr,,GPS,Northern,Dongola,29.316667,18.783333,
1205,Nukhaylah,,GPS,Northern,Dongola,29.7,18.9,
1206,Burqat as suayfi,,GPS,Northern,Dongola,29.633333,18.666667,
1207,Umm hagar,,GPS,Northern,Dongola,29.983333,18.816667,
1208,Tundubai,,GPS,Northern,Dongola,28.55,18.516667,
1209,Nusub al abd,,GPS,Northern,Dongola,29.233333,18.733333,
1210,Karabat el alaqa,,GPS,Northern,Dongola,29.966667,18.983333,
1211,El kueibi,,GPS,Northern,Dongola,29.966667,18.866667,
1212,Dukerat,,GPS,Northern,Dongola,29.933333,18.95,
1213,El gia,,GPS,Northern,Dongola,29.866667,18.816667,
1214,El hasheim,,GPS,Northern,Dongola,29.833333,18.8,
1215,Esh shaqq,,GPS,Northern,Dongola,29.9,18.916667,
1216,Es seeifi,,GPS,Northern,Dongola,29.7,18.766667,
1217,Elama el ghafir,,GPS,Northern,Dongola,29.066667,18.633333,
1218,Hafair,,GPS,Northern,Dongola,29.666667,18.816667,
1219,Khandak,,GPS,Northern,Dongola,30.566667,18.6,
1220,Kheleiwa,,GPS,Northern,Dongola,30.683333,18.35,
1221,Khilewa,,GPS,Northern,Dongola,30.716667,18.233333,
1222,Jurf al malik,,GPS,Northern,Dongola,30.666667,18.516667,
1223,Kababish,,GPS,Northern,Dongola,30.583333,18.716667,
1224,Kodokol,,GPS,Northern,Dongola,30.716667,18.35,
1225,Komi island,,GPS,Northern,Dongola,30.683333,18.5,
1226,Burqat kuluf,,GPS,Northern,Dongola,30.583333,18.8,
1227,Kulunarti,,GPS,Northern,Dongola,30.716667,18.366667,
1228,Bi'r millan,,GPS,Northern,Dongola,30.1,18.816667,
1229,Marghum,,GPS,Northern,Dongola,30.233333,18.683333,
1230,Letti basin,,GPS,Northern,Dongola,30.783333,18.366667,
1231,Barq en nusf,,GPS,Northern,Dongola,30.25,18.3,
1232,Old dongola,,GPS,Northern,Dongola,30.75,18.216667,
1233,Mulwad,,GPS,Northern,Dongola,30.583333,18.65,
1234,Megabda,,GPS,Northern,Dongola,30.7,18.316667,
1235,Sagai,,GPS,Northern,Dongola,30.5,18.833333,
1236,Sahaba,,GPS,Northern,Dongola,30.466667,18.916667,
1237,Bir es saiyah,,GPS,Northern,Dongola,30.633333,18.966667,
1238,Salagi,,GPS,Northern,Dongola,30.616667,18.533333,
1239,Sali,,GPS,Northern,Dongola,30.566667,18.65,
1240,Sali island,,GPS,Northern,Dongola,30.533333,18.762075,
1241,Burqat qudayr,,GPS,Northern,Dongola,30.766667,18.633333,
1242,Sellenarti,,GPS,Northern,Dongola,30.7,18.266667,
1243,Bahr sergein,,GPS,Northern,Dongola,30.683333,18.95,
1244,Shabana,,GPS,Northern,Dongola,30.633333,18.516667,
1245,Shebatot,,GPS,Northern,Dongola,30.566667,18.583333,
1246,Rumi bahri,,GPS,Northern,Dongola,30.7,18.416667,
1247,Rumi gibli,,GPS,Northern,Dongola,30.7,18.4,
1248,Teit,,GPS,Northern,Dongola,30.5,18.816667,
1249,Bi'r at temira,,GPS,Northern,Dongola,30.633333,18.783333,
1250,Abares sig,,GPS,Northern,Dongola,30.633333,18.916667,
1251,Sori,,GPS,Northern,Dongola,30.55,18.683333,
1252,Umm karabig,,GPS,Northern,Dongola,30.633333,18.566667,
1253,Barq az zaiyed,,GPS,Northern,Dongola,31.1,18.6,
1254,Umm shugeira,,GPS,Northern,Dongola,30.266667,18.883333,
1255,Bir umm udam,,GPS,Northern,Dongola,30.633333,18.75,
1256,Uwaynah,,GPS,Northern,Dongola,30.233333,18.75,
1257,Karabat al uwaynah,,GPS,Northern,Dongola,30.25,18.75,
1258,Urbi,,Calculated,Northern,Dongola,30.539598,18.716385,
1259,Naui,,Calculated,Northern,Dongola,30.716274,18.460395,
1260,Amentego,,Calculated,Northern,Dongola,30.717272,18.404451,
1261,Bi'r abu rugum,,GPS,Northern,Dongola,30.566667,18.3,
1262,Agori,,GPS,Northern,Dongola,30.166667,18.766667,
1263,Bakabul,,GPS,Northern,Dongola,30.75,18.2,
1264,Arab hag,,GPS,Northern,Dongola,30.716667,18.383333,
1265,Dambo,,GPS,Northern,Dongola,30.6,18.55,
1266,Baslan,,GPS,Northern,Dongola,30.7,18.433333,
1267,Bauda,,GPS,Northern,Dongola,30.133333,18.916667,
1268,Derar el soghair island,,GPS,Northern,Dongola,30.45,18.966667,
1269,Bugdumbush,,GPS,Northern,Dongola,30.666667,18.533333,
1270,Bulaydat,,GPS,Northern,Dongola,30.116667,18.666667,
1271,Fagg el medot,,GPS,Northern,Dongola,30.083333,18.3,
1272,El bab,,GPS,Northern,Dongola,30.183333,18.8,
1273,El bakri,,GPS,Northern,Dongola,30.7,18.383333,
1274,Fergi,,GPS,Northern,Dongola,30.7,18.45,
1275,Ghaddar island,,GPS,Northern,Dongola,30.716667,18.25,
1276,Goled bahri,,GPS,Northern,Dongola,30.65,18.5,
1277,Goled gibli,,GPS,Northern,Dongola,30.683333,18.483333,
1278,Gungonab,,GPS,Northern,Dongola,30.333333,18.5,
1279,Kankalab,,GPS,Northern,Dongola,30.7,18.3,
1280,Zalat jalil,,GPS,Northern,Dongola,27.666667,17.833333,
1281,Zalat al ma',,GPS,Northern,Dongola,28.183333,17.65,
1282,Barqat walad hawal,,GPS,Northern,Dongola,28.05,17.55,
1283,Zalat al hadd,,GPS,Northern,Dongola,28.066667,17.633333,
1284,Abu tabari,,GPS,Northern,Dongola,28.516667,17.583333,
1285,El baraq,,GPS,Northern,Dongola,29.433333,17.883333,
1286,Burg el hatab,,GPS,Northern,Dongola,28.833333,17.633333,
1287,Burg er rahmi,,GPS,Northern,Dongola,30.166667,17.916667,
1288,Saiyal,,GPS,Northern Kordofan,Umm Rawaba,30.6,14.016667,
1289,Umm bughaylah,,GPS,Northern Kordofan,Umm Rawaba,30.55,14,
1290,Tina,,GPS,Northern Kordofan,Umm Rawaba,30.533333,14.033333,
1291,Serrha,,Calculated,Northern Kordofan,Umm Rawaba,30.867098,14.008766,
1292,Abd allah judayl,,GPS,Northern Kordofan,Umm Rawaba,30.716667,14.066667,
1293,El ghareid,,GPS,Northern Kordofan,Umm Rawaba,30.616667,14.066667,
1294,Kerkow,,Calculated,Northern Kordofan,Umm Rawaba,31.416667,13.491667,
1295,Khummi,,Calculated,Northern Kordofan,Umm Rawaba,30.408333,13.541667,
1296,Kilawati,,GPS,Northern Kordofan,Umm Rawaba,31.083333,13.716667,
1297,Jayli,,GPS,Northern Kordofan,Umm Rawaba,31.383333,13.2,
1298,Kabusha,,GPS,Northern Kordofan,Umm Rawaba,31.15,13.35,
1299,Kadada,,GPS,Northern Kordofan,Umm Rawaba,30.816667,13.066667,
1300,Kol,,GPS,Northern Kordofan,Umm Rawaba,30.85,13.133333,
1301,Kowil an naam,,GPS,Northern Kordofan,Umm Rawaba,30.633333,13.25,
1302,Menfor,,GPS,Northern Kordofan,Umm Rawaba,31.033333,13.033333,
1303,Mafri,,GPS,Northern Kordofan,Umm Rawaba,30.55,13.116667,
1304,Magrur,,GPS,Northern Kordofan,Umm Rawaba,30.933333,13.533333,
1305,Mukhafaz,,GPS,Northern Kordofan,Umm Rawaba,30.983333,13.166667,
1306,Makbus,,GPS,Northern Kordofan,Umm Rawaba,30.533333,13.166667,
1307,Maltut,,GPS,Northern Kordofan,Umm Rawaba,30.733333,13.166667,
1308,Namli,,GPS,Northern Kordofan,Umm Rawaba,30.766667,13.416667,
1309,Masuda,,GPS,Northern Kordofan,Umm Rawaba,31.4,13.316667,
1310,Mealla,,GPS,Northern Kordofan,Umm Rawaba,31.483333,13.15,
1311,Medesis,,GPS,Northern Kordofan,Umm Rawaba,30.616667,13.316667,
1312,Saiyala,,GPS,Northern Kordofan,Umm Rawaba,31.083333,13.316667,
1313,Salim,,GPS,Northern Kordofan,Umm Rawaba,30.95,13.483333,
1314,Qadadim,,GPS,Northern Kordofan,Umm Rawaba,30.65,13.6,
1315,Qamar dauwa,,GPS,Northern Kordofan,Umm Rawaba,30.966667,13.35,
1316,Radona,,GPS,Northern Kordofan,Umm Rawaba,30.75,13.133333,
1317,Sukayranah,,GPS,Northern Kordofan,Umm Rawaba,30.983333,13.566667,
1318,Surur,,GPS,Northern Kordofan,Umm Rawaba,30.933333,13.816667,
1319,Tafantara,,GPS,Northern Kordofan,Umm Rawaba,31.033333,13.083333,
1320,Tamia,,GPS,Northern Kordofan,Umm Rawaba,30.583333,13.866667,
1321,Shamagatta,,GPS,Northern Kordofan,Umm Rawaba,30.916667,13,
1322,Shegeila,,GPS,Northern Kordofan,Umm Rawaba,30.883333,13.95,
1323,Rofa,,GPS,Northern Kordofan,Umm Rawaba,30.866667,13.216667,
1324,Rokab,,GPS,Northern Kordofan,Umm Rawaba,31.283333,13.516667,
1325,Umm bashom,,GPS,Northern Kordofan,Umm Rawaba,31.3,13.433333,
1326,Umm bayda',,GPS,Northern Kordofan,Umm Rawaba,30.7,13.416667,
1327,Umm bereish,,GPS,Northern Kordofan,Umm Rawaba,31.333333,13.466667,
1328,Tendar,,GPS,Northern Kordofan,Umm Rawaba,30.683333,13.766667,
1329,Togaza,,GPS,Northern Kordofan,Umm Rawaba,30.75,13.366667,
1330,Shurri,,GPS,Northern Kordofan,Umm Rawaba,31.383333,13.583333,
1331,Sinnayn,,GPS,Northern Kordofan,Umm Rawaba,31.216667,13.083333,
1332,Umm chub,,GPS,Northern Kordofan,Umm Rawaba,31.483333,13.333333,
1333,Umm dabbus,,GPS,Northern Kordofan,Umm Rawaba,30.5,13.716667,
1334,Umm dakli,,GPS,Northern Kordofan,Umm Rawaba,30.95,13.4,
1335,Umm dama,,GPS,Northern Kordofan,Umm Rawaba,31.05,13.283333,
1336,Umm dukaykah,,GPS,Northern Kordofan,Umm Rawaba,30.816667,13.233333,
1337,Umm erig,,GPS,Northern Kordofan,Umm Rawaba,30.683333,13.133333,
1338,Umm gaier,,GPS,Northern Kordofan,Umm Rawaba,30.466667,13.933333,
1339,Umm gannah,,GPS,Northern Kordofan,Umm Rawaba,30.583333,13.95,
1340,Umm hagar,,GPS,Northern Kordofan,Umm Rawaba,30.666667,13.95,
1341,Umm hajlij,,Calculated,Northern Kordofan,Umm Rawaba,30.725,13.158333,
1342,Umm humayrah,,GPS,Northern Kordofan,Umm Rawaba,30.55,13.166667,
1343,Umm matariq,,GPS,Northern Kordofan,Umm Rawaba,30.616667,13.066667,
1344,Umm quraynat,,GPS,Northern Kordofan,Umm Rawaba,30.8,13.1,
1345,Umm quwayz,,GPS,Northern Kordofan,Umm Rawaba,30.766667,13.4,
1346,Umm riswa,,GPS,Northern Kordofan,Umm Rawaba,31.2,13.033333,
1347,Tuwayr,,GPS,Northern Kordofan,Umm Rawaba,30.883333,13.433333,
1348,Zurayqa',,Calculated,Northern Kordofan,Umm Rawaba,30.704167,13.6875,
1349,Wad qasim,,GPS,Northern Kordofan,Umm Rawaba,31.333333,13.333333,
1350,Wad sabil,,GPS,Northern Kordofan,Umm Rawaba,31.333333,13.083333,
1351,Yashi,,GPS,Northern Kordofan,Umm Rawaba,31.233333,13.2,
1352,Umm sereia,,GPS,Northern Kordofan,Umm Rawaba,31.383333,13.433333,
1353,Umm simeima,,Calculated,Northern Kordofan,Umm Rawaba,30.833333,13.716667,
1354,Umm suqa,,GPS,Northern Kordofan,Umm Rawaba,30.566667,13.266667,
1355,Wad abu sulayman,,GPS,Northern Kordofan,Umm Rawaba,30.783333,13.85,
1356,Shugaylah,,GPS,Northern Kordofan,Umm Rawaba,30.8727,13.956951,
1357,Adusa,,Calculated,Northern Kordofan,Umm Rawaba,30.847792,13.888833,
1358,Umm dudah,,Calculated,Northern Kordofan,Umm Rawaba,30.933096,13.870207,
1359,El bahriyah,,Calculated,Northern Kordofan,Umm Rawaba,30.647213,13.837874,
1360,Umm dam,,Calculated,Northern Kordofan,Umm Rawaba,30.989757,13.7585,
1361,Farajab,,Calculated,Northern Kordofan,Umm Rawaba,30.682501,13.708136,
1362,Umm shaybah,,Calculated,Northern Kordofan,Umm Rawaba,30.866292,13.707089,
1363,Umm sudayrah,,GPS,Northern Kordofan,Umm Rawaba,30.870588,13.58565,
1364,Umm gerif,,Calculated,Northern Kordofan,Umm Rawaba,30.601272,13.521903,
1365,Umm bushah,,Calculated,Northern Kordofan,Umm Rawaba,30.629701,13.488135,
1366,Bashum,,GPS,Northern Kordofan,Umm Rawaba,31.306238,13.427451,
1367,Sharbawiya,,Calculated,Northern Kordofan,Umm Rawaba,30.91701,13.393063,
1368,Duraysah,,Calculated,Northern Kordofan,Umm Rawaba,30.771925,13.284387,
1369,Kabur,,Calculated,Northern Kordofan,Umm Rawaba,31.460501,13.270477,
1370,Umm qamari,,GPS,Northern Kordofan,Umm Rawaba,30.877676,13.256153,
1371,Kowilan naam,,GPS,Northern Kordofan,Umm Rawaba,30.611431,13.253038,
1372,At tayyarah,,Calculated,Northern Kordofan,Umm Rawaba,30.779725,13.204253,
1373,Sheibula,,Calculated,Northern Kordofan,Umm Rawaba,30.886569,13.19643,
1374,Umm shigil,,Calculated,Northern Kordofan,Umm Rawaba,30.607194,13.119846,
1375,Umm burmah,,Calculated,Northern Kordofan,Umm Rawaba,31.326684,13.051908,
1376,Abu ourein,,GPS,Northern Kordofan,Umm Rawaba,31.2,13.166667,
1377,Abd allah,,GPS,Northern Kordofan,Umm Rawaba,30.866667,13.566667,
1378,Abd ar rahman,,GPS,Northern Kordofan,Umm Rawaba,30.95,13.45,
1379,Abeiya,,GPS,Northern Kordofan,Umm Rawaba,31.1,13.183333,
1380,Adara,,GPS,Northern Kordofan,Umm Rawaba,30.8,13.566667,
1381,Abu lamis,,GPS,Northern Kordofan,Umm Rawaba,31.333333,13.116667,
1382,Bagera,,Calculated,Northern Kordofan,Umm Rawaba,31.225,13.55,
1383,Antatai,,Calculated,Northern Kordofan,Umm Rawaba,30.75,13.591667,
1384,Akheirleina,,GPS,Northern Kordofan,Umm Rawaba,31.383333,13.616667,
1385,Elaga,,GPS,Northern Kordofan,Umm Rawaba,30.933333,13.233333,
1386,Baqbaqi,,GPS,Northern Kordofan,Umm Rawaba,30.466667,13.516667,
1387,Asida,,GPS,Northern Kordofan,Umm Rawaba,30.616667,13.583333,
1388,Doteit,,GPS,Northern Kordofan,Umm Rawaba,30.9,13.266667,
1389,Fadwa,,GPS,Northern Kordofan,Umm Rawaba,31.283333,13.483333,
1390,Fakheig,,GPS,Northern Kordofan,Umm Rawaba,31.45,13.583333,
1391,Fangoga,,GPS,Northern Kordofan,Umm Rawaba,30.65,13.016667,
1392,Dus,,GPS,Northern Kordofan,Umm Rawaba,31.383333,13.416667,
1393,Ed dai,,GPS,Northern Kordofan,Umm Rawaba,31.5,13.25,
1394,El araisa,,GPS,Northern Kordofan,Umm Rawaba,30.933333,13.566667,
1395,El ghubeishab,,GPS,Northern Kordofan,Umm Rawaba,30.783333,13.633333,
1396,Feraik,,GPS,Northern Kordofan,Umm Rawaba,31.45,13.5,
1397,Fureia,,GPS,Northern Kordofan,Umm Rawaba,30.766667,13.483333,
1398,Gawad,,GPS,Northern Kordofan,Umm Rawaba,30.65,13.1,
1399,Hauli,,GPS,Northern Kordofan,Umm Rawaba,30.85,13.55,
1400,Ghabasab,,GPS,Northern Kordofan,Umm Rawaba,31.366667,13.366667,
1401,Gogran,,GPS,Northern Kordofan,Umm Rawaba,31.45,13.3,
1402,Goma,,GPS,Northern Kordofan,Umm Rawaba,31.266667,13.566667,
1403,Gowama,,GPS,Northern Kordofan,Umm Rawaba,31,13.316667,
1404,Gumbil,,GPS,Northern Kordofan,Umm Rawaba,30.35,13.466667,
1405,Habeina,,GPS,Northern Kordofan,Umm Rawaba,30.6,13.883333,
1406,Habila,,GPS,Northern Kordofan,Umm Rawaba,31.116667,13.7,
1407,Hablul,,GPS,Northern Kordofan,Umm Rawaba,31.283333,13.433333,
1408,Hegam,,GPS,Northern Kordofan,Umm Rawaba,30.85,13.533333,
1409,Hegleg,,GPS,Northern Kordofan,Umm Rawaba,30.733333,13.983333,
1410,Isa hamadayn,,GPS,Northern Kordofan,Umm Rawaba,31.483333,13.166667,
1411,Qoz el hagiz,,GPS,Northern Kordofan,Umm Rawaba,30.866667,13.383333,
1412,Halgarma,,GPS,Northern Kordofan,Umm Rawaba,31.133333,13.183333,
1413,Zaydah,,GPS,Northern Kordofan,Umm Rawaba,30.95,13.3,
1414,Luyunah,,GPS,Northern Kordofan,Umm Rawaba,31.816667,13.25,
1415,Muhammed ahmed,,GPS,Northern Kordofan,Umm Rawaba,31.633333,13.3,
1416,Nisf al aqabah,,GPS,Northern Kordofan,Umm Rawaba,31.8,13.716667,
1417,Rubaytah,,GPS,Northern Kordofan,Umm Rawaba,31.7,13.083333,
1418,Umm bunduk,,GPS,Northern Kordofan,Umm Rawaba,31.8,13.233333,
1419,Tendar,,GPS,Northern Kordofan,Umm Rawaba,31.516667,13.316667,
1420,Umm damir,,GPS,Northern Kordofan,Umm Rawaba,32,13.233333,
1421,Umm fashachti,,GPS,Northern Kordofan,Umm Rawaba,32,13.466667,
1422,Umm qurun,,GPS,Northern Kordofan,Umm Rawaba,31.883333,13.216667,
1423,Umm sagaun,,GPS,Northern Kordofan,Umm Rawaba,31.7,13.333333,
1424,Umm saida,,GPS,Northern Kordofan,Umm Rawaba,31.633333,13.483333,
1425,Tota,,GPS,Northern Kordofan,Umm Rawaba,31.55,13.2,
1426,Wad rad allah,,GPS,Northern Kordofan,Umm Rawaba,31.583333,13.533333,
1427,Umm ushara,,GPS,Northern Kordofan,Umm Rawaba,31.616667,13.016667,
1428,Darafisah,,Calculated,Northern Kordofan,Umm Rawaba,31.97166,13.384207,
1429,Fadl rabih,,GPS,Northern Kordofan,Umm Rawaba,31.53297,13.346929,
1430,Inderaba,,Calculated,Northern Kordofan,Umm Rawaba,31.839834,13.310763,
1431,Kireimit,,GPS,Northern Kordofan,Umm Rawaba,31.877926,13.22209,
1432,Abu shutayr,,GPS,Northern Kordofan,Umm Rawaba,31.516667,13.033333,
1433,Abu auwa,,GPS,Northern Kordofan,Umm Rawaba,31.6,13.283333,
1434,Abu gelba,,GPS,Northern Kordofan,Umm Rawaba,31.866667,13.183333,
1435,Bani muhammad,,GPS,Northern Kordofan,Umm Rawaba,31.566667,13.133333,
1436,Baza,,GPS,Northern Kordofan,Umm Rawaba,31.75,13.45,
1437,Bint goda,,GPS,Northern Kordofan,Umm Rawaba,31.55,13.283333,
1438,Defeis,,GPS,Northern Kordofan,Umm Rawaba,31.966667,13.3,
1439,Bosatat,,GPS,Northern Kordofan,Umm Rawaba,31.833333,13.2,
1440,El hageina,,GPS,Northern Kordofan,Umm Rawaba,31.616667,13.05,
1441,Fuwaylah,,GPS,Northern Kordofan,Umm Rawaba,31.766667,13.15,
1442,Hariq,,GPS,Northern Kordofan,Umm Rawaba,31.633333,13.25,
1443,Habiko,,GPS,Northern Kordofan,Umm Rawaba,31.766667,13.266667,
1444,Habila,,GPS,Northern Kordofan,Umm Rawaba,31.833333,13.216667,
1445,El Rahad,,Calculated,Northern Kordofan,Umm Rawaba,30.639999,12.722129,
1446,Kimla,,GPS,Northern Kordofan,Umm Rawaba,30.666667,12.383333,
1447,Kitir fatass,,GPS,Northern Kordofan,Umm Rawaba,31.283333,12.65,
1448,Kajarr,,GPS,Northern Kordofan,Umm Rawaba,31.25,12.816667,
1449,Koanamusa,,GPS,Northern Kordofan,Umm Rawaba,31.1,12.85,
1450,Kohl,,GPS,Northern Kordofan,Umm Rawaba,31.15,12.8,
1451,Kubbaka,,GPS,Northern Kordofan,Umm Rawaba,30.766667,12.766667,
1452,Malaga,,GPS,Northern Kordofan,Umm Rawaba,31.316667,12.8,
1453,Marakha,,GPS,Northern Kordofan,Umm Rawaba,30.833333,12.983333,
1454,Nur,,GPS,Northern Kordofan,Umm Rawaba,30.616667,12.666667,
1455,Orada,,GPS,Northern Kordofan,Umm Rawaba,30.516667,12.783333,
1456,Nagak,,GPS,Northern Kordofan,Umm Rawaba,30.8,12.716667,
1457,Nawa,,GPS,Northern Kordofan,Umm Rawaba,30.516667,12.85,
1458,Samandia,,GPS,Northern Kordofan,Umm Rawaba,30.95,12.95,
1459,Qardud,,GPS,Northern Kordofan,Umm Rawaba,30.733333,12.483333,
1460,Qardud el arraniya,,GPS,Northern Kordofan,Umm Rawaba,30.533333,12.416667,
1461,Qawz bisharah,,GPS,Northern Kordofan,Umm Rawaba,30.766667,12.65,
1462,Qudaydim,,GPS,Northern Kordofan,Umm Rawaba,31.15,12.866667,
1463,Rahad,,GPS,Northern Kordofan,Umm Rawaba,31.416667,12.733333,
1464,Nuba,,GPS,Northern Kordofan,Umm Rawaba,30.7,12.433333,
1465,Sowani,,GPS,Northern Kordofan,Umm Rawaba,30.583333,12.816667,
1466,Sumayh,,GPS,Northern Kordofan,Umm Rawaba,30.833333,12.716667,
1467,Sura,,GPS,Northern Kordofan,Umm Rawaba,30.55,12.733333,
1468,Taiyiba,,GPS,Northern Kordofan,Umm Rawaba,31.216667,12.783333,
1469,Sharkaylah,,GPS,Northern Kordofan,Umm Rawaba,31.416667,12.816667,
1470,Rimta,,GPS,Northern Kordofan,Umm Rawaba,31.3,12.783333,
1471,Rujaylah,,GPS,Northern Kordofan,Umm Rawaba,30.616667,12.7,
1472,Umm bishar,,GPS,Northern Kordofan,Umm Rawaba,30.533333,12.7,
1473,Siuf,,GPS,Northern Kordofan,Umm Rawaba,30.7,12.85,
1474,Wad ghubeish,,GPS,Northern Kordofan,Umm Rawaba,30.6,12.3,
1475,Umm gennas,,GPS,Northern Kordofan,Umm Rawaba,31.166667,12.983333,
1476,Zaafaya,,GPS,Northern Kordofan,Umm Rawaba,30.933333,12.716667,
1477,Umm sereiha,,GPS,Northern Kordofan,Umm Rawaba,30.9,12.866667,
1478,Wad al hadig,,GPS,Northern Kordofan,Umm Rawaba,31.25,12.633333,
1479,Qawz wad al hadig,,GPS,Northern Kordofan,Umm Rawaba,31.2,12.7,
1480,Wad al ku,,GPS,Northern Kordofan,Umm Rawaba,30.9,12.316667,
1481,Umm Rawaba,,GPS,Northern Kordofan,Umm Rawaba,31.21708,12.90946,
1482,Aqari,,GPS,Northern Kordofan,Umm Rawaba,30.570787,12.99814,
1483,Balahat,,GPS,Northern Kordofan,Umm Rawaba,31.441496,12.898799,
1484,Arsh al yoi,,GPS,Northern Kordofan,Umm Rawaba,31.089094,12.625224,
1485,Kitrah,,Calculated,Northern Kordofan,Umm Rawaba,30.712978,12.537071,
1486,Sidrah,,Calculated,Northern Kordofan,Umm Rawaba,30.746678,12.45707,
1487,Qurdud nyama,,Calculated,Northern Kordofan,Umm Rawaba,31.038132,12.428338,
1488,Abu rakheis,,GPS,Northern Kordofan,Umm Rawaba,31.366667,12.833333,
1489,Abu sad,,GPS,Northern Kordofan,Umm Rawaba,30.816667,12.916667,
1490,Abalang,,GPS,Northern Kordofan,Umm Rawaba,31.4,12.666667,
1491,Agari,,Calculated,Northern Kordofan,Umm Rawaba,30.591667,12.991667,
1492,Abu awa,,GPS,Northern Kordofan,Umm Rawaba,31.416667,12.966667,
1493,Abu hamra',,Calculated,Northern Kordofan,Umm Rawaba,30.916667,12.983333,
1494,Aman allah,,GPS,Northern Kordofan,Umm Rawaba,31,12.9,
1495,Aradaia,,GPS,Northern Kordofan,Umm Rawaba,31.266667,12.716667,
1496,Saraf al bezam,,GPS,Northern Kordofan,Umm Rawaba,30.7,12.35,
1497,El kurnuk,,GPS,Northern Kordofan,Umm Rawaba,30.716667,12.95,
1498,Didan abbas,,GPS,Northern Kordofan,Umm Rawaba,30.716667,12.6,
1499,Ed debeilu,,GPS,Northern Kordofan,Umm Rawaba,30.533333,12.35,
1500,El ein,,GPS,Northern Kordofan,Umm Rawaba,30.616667,12.383333,
1501,Farla,,GPS,Northern Kordofan,Umm Rawaba,30.75,12.416667,
1502,Gaia,,GPS,Northern Kordofan,Umm Rawaba,31.25,12.733333,
1503,El udaiyat,,GPS,Northern Kordofan,Umm Rawaba,30.95,12.783333,
1504,Ghabsha,,GPS,Northern Kordofan,Umm Rawaba,31.45,12.9,
1505,Gharwama,,GPS,Northern Kordofan,Umm Rawaba,30.566667,12.933333,
1506,Gurgur,,GPS,Northern Kordofan,Umm Rawaba,30.6,12.416667,
1507,Habeil,,GPS,Northern Kordofan,Umm Rawaba,30.816667,12.833333,
1508,Kenisal,,GPS,Northern Kordofan,Umm Rawaba,31.65,12.9,
1509,Wad ashana,,Calculated,Northern Kordofan,Umm Rawaba,31.658333,12.95,
1510,Ubayd,,GPS,Northern Kordofan,Umm Rawaba,31.616667,12.783333,
1511,Wad rakheis,,GPS,Northern Kordofan,Umm Rawaba,31.516667,12.916667,
1512,Umm sunta,,GPS,Northern Kordofan,Umm Rawaba,31.6,12.95,
1513,Ageila,,GPS,Northern Kordofan,Umm Rawaba,31.566667,12.883333,
1514,Idd an nuzayhah,,GPS,Northern Kordofan,Sheikan,29.95,13.533333,
1515,Qereiwid,,GPS,Northern Kordofan,Sheikan,29.733333,13.333333,
1516,Riheiwa,,GPS,Northern Kordofan,Sheikan,29.583333,13.266667,
1517,Qawz riheiwa,,GPS,Northern Kordofan,Sheikan,29.65,13.25,
1518,Qawz ash shawwaf,,GPS,Northern Kordofan,Sheikan,29.566667,13.333333,
1519,Umm kadrus,,GPS,Northern Kordofan,Sheikan,29.616667,13.116667,
1520,Umm sumeima,,Calculated,Northern Kordofan,Sheikan,29.632714,13.147731,
1521,Azaza,,GPS,Northern Kordofan,Sheikan,29.933333,13.5,
1522,Boteh,,GPS,Northern Kordofan,Sheikan,29.716667,13.25,
1523,El ghanama,,GPS,Northern Kordofan,Sheikan,29.816667,13.033333,
1524,El guraba,,GPS,Northern Kordofan,Sheikan,29.933333,13.233333,
1525,Faroga,,GPS,Northern Kordofan,Sheikan,29.966667,13.516667,
1526,En numeir,,GPS,Northern Kordofan,Sheikan,29.833333,13.133333,
1527,Qawz hashab,,GPS,Northern Kordofan,Sheikan,29.7,13.25,
1528,Jallabiyah,,GPS,Northern Kordofan,Sheikan,30.116667,13.166667,
1529,Junaynah,,GPS,Northern Kordofan,Sheikan,30.316667,13.583333,
